split,class,class_id,source,image,label,x1,y1,x2,y2,width,height,area_ratio,label_method
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000061.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000061.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000061.txt,84,85,174,150,250,250,0.096096,fallback_median
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000031.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000031.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000031.txt,109,40,216,146,250,250,0.184896,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000069.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000069.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000069.txt,133,100,153,119,250,250,0.00672,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000077.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000077.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000077.txt,142,38,249,147,250,250,0.19008,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000251.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000251.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000251.txt,0,114,142,168,250,250,0.12584,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000250.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000250.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000250.txt,28,85,41,97,250,250,0.002912,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000066.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000066.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000066.txt,133,100,148,107,250,250,0.002048,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000078.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000078.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000078.txt,143,30,249,150,250,250,0.207152,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000249.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000249.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000249.txt,28,85,41,97,250,250,0.002912,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000230.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000230.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000230.txt,84,85,174,150,250,250,0.096096,fallback_median
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000086.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000086.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000086.txt,99,2,249,160,250,250,0.384144,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000163.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000163.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000163.txt,0,112,128,206,250,250,0.19608,detected
val,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000138.jpg,/kaggle/temp/yolo_signals_det/images/val/left-arrow_frame_000138.jpg,/kaggle/temp/yolo_signals_det/labels/val/left-arrow_frame_000138.txt,0,108,172,180,250,250,0.202064,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000179.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000179.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000179.txt,122,37,199,148,250,250,0.139776,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000095.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000095.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000095.txt,141,0,249,162,250,250,0.284272,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000081.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000081.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000081.txt,104,31,219,149,250,250,0.220864,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000001.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000001.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000001.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000155.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000155.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000155.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000017.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000017.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000017.txt,121,96,145,120,250,250,0.01,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000082.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000082.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000082.txt,103,31,219,149,250,250,0.222768,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000164.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000164.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000164.txt,0,114,128,214,250,250,0.208464,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000149.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000149.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000149.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000148.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000148.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000148.txt,0,113,174,188,250,250,0.2128,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000170.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000170.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000170.txt,144,73,178,123,250,250,0.02856,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000143.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000143.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000143.txt,0,113,173,188,250,250,0.211584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000039.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000039.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000039.txt,79,2,234,157,250,250,0.389376,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000171.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000171.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000171.txt,138,76,171,123,250,250,0.026112,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000059.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000059.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000059.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000199.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000199.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000199.txt,83,95,95,103,250,250,0.001872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000177.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000177.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000177.txt,122,37,199,148,250,250,0.139776,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000091.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000091.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000091.txt,73,3,228,159,250,250,0.391872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000196.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000196.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000196.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000127.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000127.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000127.txt,0,110,196,184,250,250,0.2364,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000004.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000004.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000004.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000144.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000144.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000144.txt,0,113,173,188,250,250,0.211584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000167.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000167.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000167.txt,0,117,130,246,250,250,0.27248,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000083.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000083.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000083.txt,103,31,219,149,250,250,0.222768,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000033.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000033.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000033.txt,110,21,244,152,250,250,0.28512,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000175.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000175.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000175.txt,123,29,199,150,250,250,0.150304,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000015.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000015.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000015.txt,119,100,134,107,250,250,0.002048,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000236.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000236.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000236.txt,84,86,97,98,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000123.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000123.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000123.txt,0,110,164,168,250,250,0.15576,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000071.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000071.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000071.txt,142,96,167,123,250,250,0.011648,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000137.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000137.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000137.txt,0,117,96,169,250,250,0.082256,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000172.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000172.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000172.txt,118,49,176,144,250,250,0.090624,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000018.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000018.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000018.txt,121,96,144,120,250,250,0.0096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000034.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000034.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000034.txt,109,0,249,164,250,250,0.37224,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000019.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000019.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000019.txt,121,96,144,120,250,250,0.0096,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000244.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000244.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000244.txt,28,85,41,97,250,250,0.002912,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000233.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000233.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000233.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000080.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000080.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000080.txt,143,30,249,150,250,250,0.207152,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000093.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000093.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000093.txt,22,3,177,159,250,250,0.391872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000124.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000124.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000124.txt,0,108,187,170,250,250,0.189504,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000089.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000089.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000089.txt,73,3,228,159,250,250,0.391872,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000028.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000028.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000028.txt,110,46,209,144,250,250,0.1584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000168.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000168.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000168.txt,140,77,172,122,250,250,0.024288,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000180.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000180.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000180.txt,122,37,199,148,250,250,0.139776,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000068.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000068.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000068.txt,133,100,148,107,250,250,0.002048,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000205.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000205.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000205.txt,61,77,90,121,250,250,0.0216,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000005.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000005.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000005.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000160.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000160.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000160.txt,0,118,124,186,250,250,0.138,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000254.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000254.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000254.txt,166,0,249,193,250,250,0.260736,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000057.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000057.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000057.txt,84,85,174,150,250,250,0.096096,fallback_median
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000253.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000253.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000253.txt,178,0,249,193,250,250,0.223488,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000202.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000202.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000202.txt,70,85,91,104,250,250,0.00704,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000139.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000139.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000139.txt,0,108,172,180,250,250,0.202064,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000145.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000145.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000145.txt,0,113,173,188,250,250,0.211584,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000156.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000156.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000156.txt,0,113,171,188,250,250,0.209152,detected
train,left-arrow,0,/kaggle/input/datasets/jeffreyamc/yolo-signals-input/left-arrow/frame_000238.jpg,/kaggle/temp/yolo_signals_det/images/train/left-arrow_frame_000238.jpg,/kaggle/temp/yolo_signals_det/labels/train/left-arrow_frame_000238.txt,84,86,97,98,250,250,0.002912,detected
